                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     957                                      941                  1.6450000000000000E+000                  2.0000000000000000E-002                  1.0839460529097426E+009                  1.5332775879388405E+007                  7.0204723277738103E+003                  8.6620917495642189E+000                  1.9922212239289045E+000                 -2.5266585390742078E+000                  3.2897389487744005E-001                  1.2068939884900647E-006                  6.5121175445759483E-001                  6.0008646128883882E-005                  1.0136002166028136E-002                  3.4373609191169080E-003                  2.0994599496976536E-003                  1.6450000000000000E+000                  0.0000000000000000E+000                  1.0669010194928363E+000                  4.8293897380612686E-004                  5.4447725358757637E-001                  3.3258258020450035E-003                  5.3214047983119548E-003                  1.4325832126623920E-002                  3.4536116172526397E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6449999998758984E+000                  1.9917265541277192E+000                  1.6449999997789198E+000                  1.9913385150686385E+000                  2.1951134162383965E+004                  3.6808744253848731E+006                  1.8990793997105355E+009                  8.6759026129900949E+000                  8.6759026129900931E+000                  1.7691749620558354E-037                  5.0387187766585284E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.4207332112290460E+016 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                    grada                                       h2                                    gradr 
                                       1                  1.6450000000000000E+000                  2.9933756249985233E-001                  3.8465653539171063E+000                 -7.6313443144320345E+000                  4.0219008161963776E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  1.0000000000000000E+000                  2.6968477166997240E-001                  9.9999999999994926E-006                  1.2526572117934051E-001 
                                       2                  1.6449999999991776E+000                  2.9933665482246941E-001                  3.8471147518176543E+000                 -7.6275677419670123E+000                  4.0262472271399599E+000                  7.0000999999999935E-001                  2.8000000000000075E-001                  1.9989999999999952E-002                  9.9999999999949996E-001                  2.6898879743860410E-001                  9.9999999999994960E-006                  1.2625297165661559E-001 
                                       3                  1.6449999999977380E+000                  2.9933508012650811E-001                  3.8478244480221324E+000                 -7.6228286076108063E+000                  4.0317169248183280E+000                  6.9999562374680135E-001                  2.8001437669790880E-001                  1.9989999555289906E-002                  9.9999999999862499E-001                  2.6808225528359164E-001                  4.1601969187317453E-007                  1.2975222201615189E-001 
                                       4                  1.6449999999962988E+000                  2.9933352250377315E-001                  3.8488273894906482E+000                 -7.6163649649472402E+000                  4.0392225338984487E+000                  6.9999559356284990E-001                  2.8001440688279383E-001                  1.9989999554356208E-002                  9.9999999999775002E-001                  2.6679043415165210E-001                  3.9589745335255445E-007                  1.3334660966826076E-001 
                                       5                  1.6449999999937286E+000                  2.9933078208423369E-001                  3.8498185987430693E+000                 -7.6102993434470880E+000                  4.0463193398198101E+000                  6.9999553666759740E-001                  2.8001446377980627E-001                  1.9989999552596283E-002                  9.9999999999618749E-001                  2.6549387595620116E-001                  3.5796803099385030E-007                  1.3999995336831172E-001 
                                       6                  1.6449999999924432E+000                  2.9932943085953362E-001                  3.8504881396066519E+000                 -7.6063289548050426E+000                  4.0509869823888707E+000                  6.9999551534151794E-001                  2.8001448510654553E-001                  1.9989999551936588E-002                  9.9999999999540623E-001                  2.6461057431404345E-001                  3.4375092425313469E-007                  1.4344439747541018E-001 
                                       7                  1.6449999999911580E+000                  2.9932809191920845E-001                  3.8515059441151118E+000                 -7.6004811863540942E+000                  4.0578957962093885E+000                  6.9999544994148954E-001                  2.8001455050859686E-001                  1.9989999549913540E-002                  9.9999999999462497E-001                  2.6325446249195711E-001                  3.0015176285862775E-007                  1.4698957498483484E-001 
                                       8                  1.6449999999885876E+000                  2.9932544981817572E-001                  3.8529019750610454E+000                 -7.5928948232917888E+000                  4.0669400551869161E+000                  6.9999538007960049E-001                  2.8001462037264707E-001                  1.9989999547752380E-002                  9.9999999999306244E-001                  2.6135697347662834E-001                  2.5357808614398805E-007                  1.5436092668235576E-001 
                                       9                  1.6449999999860174E+000                  2.9932285342227044E-001                  3.8549118532295465E+000                 -7.5826447016550977E+000                  4.0792939960023746E+000                  6.9999527935093653E-001                  2.8001472110442699E-001                  1.9989999544636428E-002                  9.9999999999149991E-001                  2.5856113369170786E-001                  1.8642696412423346E-007                  1.6214800885214509E-001 
                                      10                  1.6449999999813907E+000                  2.9931828880845490E-001                  3.8583204013543266E+000                 -7.5670799893364720E+000                  4.0984412772054775E+000                  6.9999519062140791E-001                  2.8001480983670030E-001                  1.9989999541891734E-002                  9.9999999998868738E-001                  2.5362883646253920E-001                  1.2727510843046072E-007                  1.7739965125990931E-001 
                                      11                  1.6449999999744507E+000                  2.9931168267499408E-001                  3.8617906700663540E+000                 -7.5536081582100802E+000                  4.1155821613342924E+000                  6.9999512573304412E-001                  2.8001487472707126E-001                  1.9989999539884673E-002                  9.9999999998446865E-001                  2.4835083795891058E-001                  8.4017050020134714E-008                  2.0339018129322123E-001 
                                      12                  1.6449999999705953E+000                  2.9930812457414535E-001                  3.8641338378426675E+000                 -7.5454249674698399E+000                  4.1262548149943274E+000                  6.9999510364274820E-001                  2.8001489681805053E-001                  1.9989999539201220E-002                  9.9999999998212485E-001                  2.4468714613065293E-001                  6.9290475687048974E-008                  2.1979312656959593E-001 
                                      13                  1.6449999999675111E+000                  2.9930533116483166E-001                  3.8678411886696025E+000                 -7.5336625993970756E+000                  4.1419763093315529E+000                  6.9999510364274820E-001                  2.8001489681805053E-001                  1.9989999539201220E-002                  9.9999999998024991E-001                  2.3877043151030625E-001                  6.9290475687024092E-008                  2.3448369715784265E-001 
                                      14                  1.6449999999600573E+000                  2.9929876059543292E-001                  3.8733230971972201E+000                 -7.5196937236132984E+000                  4.1618517763437275E+000                  6.9999510364274820E-001                  2.8001489681805053E-001                  1.9989999539201220E-002                  9.9999999997571865E-001                  2.2973631610222936E-001                  6.9290475687021670E-008                  2.7619566678966506E-001 
                                      15                  1.6449999999536316E+000                  2.9929327537322964E-001                  3.8778426644551192E+000                 -7.5104534186039240E+000                  4.1760099540733302E+000                  6.9999510364274820E-001                  2.8001489681805053E-001                  1.9989999539201220E-002                  9.9999999997181244E-001                  2.2217278660080472E-001                  6.9290475687019354E-008                  3.2012934631608042E-001 
                                      16                  1.6449999999497757E+000                  2.9929005342742054E-001                  3.8829798625494423E+000                 -7.5015436983474917E+000                  4.1905642716622369E+000                  6.9999510364274820E-001                  2.8001489681805053E-001                  1.9989999539201220E-002                  9.9999999996946864E-001                  2.1359872857255172E-001                  6.9290475687016508E-008                  3.5186880084832894E-001 
                                      17                  1.6449999999427074E+000                  2.9928426629447202E-001                  3.8899745856821388E+000                 -7.4928203043885091E+000                  4.2070858769932897E+000                  6.9999510364274820E-001                  2.8001489681805053E-001                  1.9989999539201220E-002                  9.9999999996517175E-001                  2.0195746037763593E-001                  6.9290475687013994E-008                  4.2387444859189738E-001 
