                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     600                                      704                  1.6450000000000000E+000                  2.0000000000000000E-002                  1.8273855849529086E+006                  2.8192501084512114E+004                  4.9255627053884336E+003                  3.0858313567058149E+000                  2.4156456369910120E+000                 -4.4354645524962590E+000                  6.9999499322466652E-001                  4.4802658653440419E-005                  2.7997021638019387E-001                  3.4416106108117444E-003                  1.0081585468368840E-003                  9.3604466091399829E-003                  2.0994599496976509E-003                  1.6450000000000000E+000                  0.0000000000000000E+000                  1.1514917735063301E+000                  7.3692913921759220E-005                  4.6055098840782882E-001                  5.6614494547857072E-003                  1.6584208095462188E-003                  1.5397934672035270E-002                  3.4536116172526332E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6449999981452317E+000                  2.4148219201172796E+000                  1.6449999969488485E+000                  2.4144473896364702E+000                  2.9308963434413505E+004                  8.5213014641981702E+006                  5.3308162690914822E+009                  2.5892802186281506E-004                  2.5892802186281512E-004                  7.0849252965235213E-078                  2.5514653451411780E-006                  5.0000000000000000E+001                  1.0000000000000000E+003                  5.7668908368543461E+013 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                    grada                                       h2                                    gradr 
                                       1                  1.6450000000000000E+000                  3.8303322581545829E-001                  3.6924839673961056E+000                 -6.9604042863139153E+000                  4.5361935474067403E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  1.0000000000000000E+000                  3.8611394543296651E-001                  1.0000000000000004E-005                  1.2503507082553031E-001 
                                       2                  1.6449999999991776E+000                  3.8303311719708255E-001                  3.6925612992706465E+000                 -6.9598640103392979E+000                  4.5368114474648724E+000                  7.0000999999999935E-001                  2.8000000000000075E-001                  1.9989999999999952E-002                  9.9999999999949996E-001                  3.8612391441948818E-001                  1.0000000000000016E-005                  1.2513150034931539E-001 
                                       3                  1.6449999999977380E+000                  3.8303292735105432E-001                  3.6926598113101248E+000                 -6.9591777430493513E+000                  4.5375965977600350E+000                  7.0000999999999924E-001                  2.8000000000000069E-001                  1.9990000000000063E-002                  9.9999999999862499E-001                  3.8613663705589235E-001                  1.0000000000000014E-005                  1.2546905541096523E-001 
                                       4                  1.6449999999962988E+000                  3.8303273780453234E-001                  3.6927971395706560E+000                 -6.9582243416001832E+000                  4.5386878417878194E+000                  7.0000999999999947E-001                  2.8000000000000047E-001                  1.9990000000000063E-002                  9.9999999999775002E-001                  3.8615440452851435E-001                  1.0000000000000001E-005                  1.2580668265140962E-001 
                                       5                  1.6449999999937286E+000                  3.8303240007022366E-001                  3.6929734855840839E+000                 -6.9570063076919775E+000                  4.5400828777897297E+000                  7.0000999999999958E-001                  2.8000000000000036E-001                  1.9990000000000063E-002                  9.9999999999618749E-001                  3.8617729080176161E-001                  9.9999999999999991E-006                  1.2640975745310590E-001 
                                       6                  1.6449999999911580E+000                  3.8303206328102068E-001                  3.6932383899025445E+000                 -6.9551879924779891E+000                  4.5421670719597707E+000                  7.0000999999999980E-001                  2.8000000000000003E-001                  1.9990000000000174E-002                  9.9999999999462497E-001                  3.8621177040833504E-001                  1.0000000000000001E-005                  1.2701304575205383E-001 
                                       7                  1.6449999999860176E+000                  3.8303139251454121E-001                  3.6938405827940279E+000                 -6.9511048558411757E+000                  4.5468545687246920E+000                  7.0001000000000002E-001                  2.8000000000000003E-001                  1.9989999999999952E-002                  9.9999999999150002E-001                  3.8629056864336414E-001                  1.0000000000000003E-005                  1.2822025947167731E-001 
                                       8                  1.6449999999736800E+000                  3.8302979772692353E-001                  3.6946971445479018E+000                 -6.9454316412811608E+000                  4.5533873415986692E+000                  7.0001000000000002E-001                  2.8000000000000003E-001                  1.9989999999999952E-002                  9.9999999998400002E-001                  3.8640395811927125E-001                  1.0000000000000003E-005                  1.3112006859129657E-001 
                                       9                  1.6449999999613425E+000                  3.8302822361940403E-001                  3.6958468435030007E+000                 -6.9380248715692314E+000                  4.5619477223034854E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999997650002E-001                  3.8655738823661706E-001                  1.0000000000000004E-005                  1.3402236187194214E-001 
                                      10                  1.6449999999407801E+000                  3.8302564443375681E-001                  3.6980254796656093E+000                 -6.9246011302681234E+000                  4.5775577303336323E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999996400002E-001                  3.8685038865146720E-001                  1.0000000000000004E-005                  1.3886137796732473E-001 
                                      11                  1.6449999998996550E+000                  3.8302064293426480E-001                  3.7024678269116325E+000                 -6.8994290752506098E+000                  4.6071904095905793E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999993900002E-001                  3.8744258141649501E-001                  1.0000000000000004E-005                  1.4851903497440863E-001 
                                      12                  1.6449999998174050E+000                  3.8301120276390194E-001                  3.7074572443145284E+000                 -6.8744634680146506E+000                  4.6371657962907715E+000                  7.0000999999999991E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999988900001E-001                  3.8807202357816067E-001                  1.0000000000000006E-005                  1.6761811475877775E-001 
                                      13                  1.6449999997659988E+000                  3.8300563197427018E-001                  3.7113530608325833E+000                 -6.8566453619834151E+000                  4.6588944398623617E+000                  7.0000999999999991E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999985775001E-001                  3.8851244612141289E-001                  1.0000000000000006E-005                  1.7933024723757043E-001 
                                      14                  1.6449999997145925E+000                  3.8300028491461580E-001                  3.7153016899847318E+000                 -6.8399150340629049E+000                  4.6795885538004542E+000                  7.0000999999999991E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999982650001E-001                  3.8890959575339551E-001                  1.0000000000000004E-005                  1.9084407523478289E-001 
                                      15                  1.6449999996631863E+000                  3.8299513973619131E-001                  3.7192946254678549E+000                 -6.8241696380487964E+000                  4.6993421962193285E+000                  7.0000999999999991E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999979525001E-001                  3.8925793497659544E-001                  1.0000000000000004E-005                  2.0217009280751189E-001 
                                      16                  1.6449999996117801E+000                  3.8299017758257753E-001                  3.7233251012327888E+000                 -6.8093198776726993E+000                  4.7182371537627450E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999976400000E-001                  3.8955307765314429E-001                  1.0000000000000004E-005                  2.1334171144695224E-001 
                                      17                  1.6449999995603737E+000                  3.8298538206948540E-001                  3.7273882454127820E+000                 -6.7952893911393444E+000                  4.7363449876162109E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999973275000E-001                  3.8978800029597033E-001                  1.0000000000000004E-005                  2.2441685674419556E-001 
                                      18                  1.6449999995089675E+000                  3.8298073885492734E-001                  3.7335162584968256E+000                 -6.7756175645642589E+000                  4.7621663542686514E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999970150000E-001                  3.9001113709622065E-001                  1.0000000000000004E-005                  2.3559167456343008E-001 
                                      19                  1.6449999994061550E+000                  3.8297186326559080E-001                  3.7418572701744002E+000                 -6.7517862016695895E+000                  4.7943700278407793E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999963899999E-001                  3.9004564195179714E-001                  1.0000000000000004E-005                  2.5911878379014558E-001 
                                      20                  1.6449999993033426E+000                  3.8296346108999951E-001                  3.7482924650764526E+000                 -6.7355684090418038E+000                  4.8170482747661350E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999957649999E-001                  3.8984215567661645E-001                  1.0000000000000004E-005                  2.8558425635734186E-001 
                                      21                  1.6449999992519362E+000                  3.8295941381569804E-001                  3.7526549628678985E+000                 -6.7254609017971436E+000                  4.8315353578505142E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999954524998E-001                  3.8957903203686273E-001                  1.0000000000000004E-005                  3.0115556044332109E-001 
                                      22                  1.6449999992005300E+000                  3.8295545953828153E-001                  3.7593622265269691E+000                 -6.7113301657935791E+000                  4.8523990428327695E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999951399998E-001                  3.8896366942120947E-001                  1.0000000000000004E-005                  3.1978488848107650E-001 
                                      23                  1.6449999990977175E+000                  3.8294780385763127E-001                  3.7690031350499544E+000                 -6.6946541841416032E+000                  4.8787459855595667E+000                  6.9999499990218872E-001                  2.8001500029524240E-001                  1.9989999802568881E-002                  9.9999999945149998E-001                  3.8759164501576560E-001                  1.6012152927330496E-017                  3.6601852703350907E-001 
                                      24                  1.6449999989949051E+000                  3.8294043618428897E-001                  3.7795720414274139E+000                 -6.6804266277182407E+000                  4.9035872105536384E+000                  6.9999499990218872E-001                  2.8001500029524240E-001                  1.9989999802568881E-002                  9.9999999938899997E-001                  3.8532601180557569E-001                  1.6012152927330597E-017                  4.2556150584161323E-001 
                                      25                  1.6449999988920925E+000                  3.8293330560927064E-001                  3.7884346278864007E+000                 -6.6715929645986352E+000                  4.9213291148502920E+000                  6.9999499990218872E-001                  2.8001500029524240E-001                  1.9989999802568881E-002                  9.9999999932649997E-001                  3.8271286838075963E-001                  1.6012152927330628E-017                  5.0180455159018689E-001 
                                      26                  1.6449999988406863E+000                  3.8292981197989101E-001                  3.7946868826979996E+000                 -6.6664436646837126E+000                  4.9327671291753523E+000                  6.9999499990218872E-001                  2.8001500029524240E-001                  1.9989999802568881E-002                  9.9999999929524996E-001                  3.8043608689240088E-001                  1.6012152927330643E-017                  5.4885750325829541E-001 
                                      27                  1.6449999987892800E+000                  3.8292635944600362E-001                  3.8013473149531745E+000                 -6.6620012470702603E+000                  4.9439119645258316E+000                  6.9999499990218872E-001                  2.8001500029524240E-001                  1.9989999802568881E-002                  9.9999999926399996E-001                  3.7757552063000782E-001                  1.6012152927330659E-017                  6.0541533547249293E-001 
                                      28                  1.6449999987378738E+000                  3.8292294196713694E-001                  3.8084017925934543E+000                 -6.6582366341041741E+000                  4.9547782807469405E+000                  6.9999499990218872E-001                  2.8001500029524240E-001                  1.9989999802568881E-002                  9.9999999923274996E-001                  3.7400975684400806E-001                  1.6012152927330665E-017                  6.7171825609420088E-001 
                                      29                  1.6449999986864672E+000                  3.8291955390448257E-001                  3.8157525595899497E+000                 -6.6550424880078944E+000                  4.9653796652460409E+000                  6.9999499990218872E-001                  2.8001500029524240E-001                  1.9989999802568881E-002                  9.9999999920149996E-001                  3.6966403193749237E-001                  1.6012152927330674E-017                  7.4619562901465053E-001 
                                      30                  1.6449999986350610E+000                  3.8291619059049020E-001                  3.8232458186053941E+000                 -6.6522608714496290E+000                  4.9757287351240791E+000                  6.9999499990218872E-001                  2.8001500029524240E-001                  1.9989999802568881E-002                  9.9999999917024995E-001                  3.6453513329014531E-001                  1.6012152927330680E-017                  8.2580817834284892E-001 
