                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     906                                      890                  8.6549999999999994E+000                  2.0000000000000000E-002                  2.2737787587904811E+005                  3.5875667533447977E+003                  2.3593780735122175E+004                  3.7589380452690334E+003                  3.6744838440073839E+000                 -5.0127713974131112E+000                  6.9903371116390345E-001                  3.5654815000175469E-007                  2.8040866885811200E-001                  5.4544933454717397E-005                  5.0104677851619556E-003                  9.3024664780064006E-003                  2.0994599496976483E-003                  8.6549999999999994E+000                  0.0000000000000000E+000                  6.0561153214591013E+000                  1.6997876515789117E-004                  2.4241514537953193E+000                  2.0909260828998182E-002                  1.9197941377682368E-002                  8.0883461235285004E-002                  1.8170825864633113E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.6549999991230990E+000                  3.6664389836622480E+000                  8.6549999911964246E+000                  3.6507908372424978E+000                  2.3971463468552676E+004                  1.2730696757286253E+005                  2.3025120115754787E+007                  3.7361527147295496E+003                  3.7361527147295492E+003                  7.7123509256230214E-032                  2.6197812058398404E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  7.1756251100343359E+012 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                    grada                                  opacity                               luminosity                                    gradr 
                                       1                  8.6549999999999994E+000                  5.6519634221127957E-001                  4.3751079049035342E+000                 -8.8762391067299848E+000                  3.6829667904514554E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.0000000000000000E+000                  2.9986241027312793E-001                  2.7597040187394875E+000                  3.7589380452690334E+003                  1.3893938235878894E-001 
                                       2                  8.6549999999913449E+000                  5.6516958629031988E-001                  4.3808625841960760E+000                 -8.8388874139245157E+000                  3.7228212200339743E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999999900002E-001                  3.0168673283962250E-001                  2.8629322299857822E+000                  3.7589380452690307E+003                  1.4332727125868749E-001 
                                       3                  8.6549999999782212E+000                  5.6513235345196844E-001                  4.3859686326046718E+000                 -8.8085010691923262E+000                  3.7559559005173258E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999999748379E-001                  3.0309453245323575E-001                  2.9458687060089517E+000                  3.7589380452690280E+003                  1.5582694492579824E-001 
                                       4                  8.6549999999716611E+000                  5.6511499177397384E-001                  4.3893221530831488E+000                 -8.7897591914948947E+000                  3.7767229157073987E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999999672573E-001                  3.0391972281897173E-001                  2.9962423997166079E+000                  3.7589380452690252E+003                  1.6151299331791794E-001 
                                       5                  8.6549999999651011E+000                  5.6509836144625769E-001                  4.3932450056858112E+000                 -8.7688729876201617E+000                  3.8001630086508880E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999999596767E-001                  3.0479727555288150E-001                  3.0515440154115447E+000                  3.7589380452690239E+003                  1.6680185967911410E-001 
                                       6                  8.6549999999560789E+000                  5.6507656553951802E-001                  4.3965876446802756E+000                 -8.7517928144731325E+000                  3.8195443055944400E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  9.9999999999492528E-001                  3.0548274717093898E-001                  3.0961943185264973E+000                  3.7589380452690211E+003                  1.7355516736801380E-001 
                                       7                  8.6549999999515670E+000                  5.6506608670011360E-001                  4.3987889591138929E+000                 -8.7409117269822509E+000                  3.8320019285076090E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999999440403E-001                  3.0590119360546530E-001                  3.1242163758449260E+000                  3.7589380452690198E+003                  1.7671594918470543E-001 
                                       8                  8.6549999999470550E+000                  5.6505586641183836E-001                  4.4020495752810289E+000                 -8.7252848328710098E+000                  3.8500445995596100E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999999388278E-001                  3.0647515719041551E-001                  3.1638261662278890E+000                  3.7589380452690184E+003                  1.7971565214688001E-001 
                                       9                  8.6549999999380329E+000                  5.6503614621898446E-001                  4.4063021532989834E+000                 -8.7055998564800507E+000                  3.8729956354135382E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  9.9999999999284039E-001                  3.0715451330974342E-001                  3.2129689177941576E+000                  3.7589380452690157E+003                  1.8533079380503303E-001 
