                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     100                                      536                  1.6450000000000000E+000                  2.0000000000000000E-002                  3.8902668791534205E+002                  1.6732808951706822E+001                  3.9328980988511053E+003                  3.3327641500602863E+002                  3.9376375594545536E+001                 -8.7979369732349326E+000                  6.9999999999999996E-001                  2.9797635251101829E-005                  2.7997020236474895E-001                  3.4416106108120011E-003                  1.0081585468366002E-003                  9.3604466091399829E-003                  2.0994599496976501E-003                  1.6450000000000000E+000                  0.0000000000000000E+000                  1.1515000000000002E+000                  4.9017109988062456E-005                  4.6055098289001201E-001                  5.6614494547857401E-003                  1.6584208095462077E-003                  1.5397934672035261E-002                  3.4536116172526328E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6449910071963836E+000                  3.9181772710496382E+001                  1.6449883032799304E+000                  3.9134200987438739E+001                  1.9288756417176917E+006                  4.8402859986941621E+003                  4.9358428197514176E+007                  6.3367637634289630E-010                  6.3367637634289630E-010                  0.0000000000000000E+000                  6.7347653609335542E-022                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.2276962565011126E+010 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                        q                                    grada                                    gradr 
                                       1                  1.6450000000000000E+000                  1.5952357389293437E+000                  3.5947127006833104E+000                 -8.0869141416912829E+000                  3.3120561547979990E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  1.0000000000000000E+000                  3.7889864434064946E-001                  1.2501839296115080E-001 
                                       2                  1.6449999999991776E+000                  1.5952357385937548E+000                  3.5947127307031175E+000                 -8.0869139317061993E+000                  3.3120563949210355E+000                  7.0000999999999935E-001                  2.8000000000000047E-001                  1.9990000000000174E-002                  9.9999999999949996E-001                  3.7889865527350763E-001                  1.2501842310455732E-001 
                                       3                  1.6449999999962988E+000                  1.5952357374192008E+000                  3.5947127957460885E+000                 -8.0869134767390189E+000                  3.3120569151871719E+000                  7.0000999999999980E-001                  2.8000000000000014E-001                  1.9990000000000063E-002                  9.9999999999774991E-001                  3.7889867896140511E-001                  1.2501863410827482E-001 
                                       4                  1.6449999999911580E+000                  1.5952357353217839E+000                  3.5947128791346392E+000                 -8.0869128934487939E+000                  3.3120575821941327E+000                  7.0000999999999980E-001                  2.8000000000000003E-001                  1.9990000000000174E-002                  9.9999999999462497E-001                  3.7889870933059089E-001                  1.2501901090103612E-001 
                                       5                  1.6449999999860176E+000                  1.5952357332243701E+000                  3.5947130208953784E+000                 -8.0869119018579436E+000                  3.3120587161036457E+000                  7.0001000000000002E-001                  2.8000000000000003E-001                  1.9989999999999952E-002                  9.9999999999150002E-001                  3.7889876095834207E-001                  1.2501938769435672E-001 
                                       6                  1.6449999999736800E+000                  1.5952357281905869E+000                  3.5947132210289192E+000                 -8.0869105019707046E+000                  3.3120603169121003E+000                  7.0001000000000002E-001                  2.8000000000000003E-001                  1.9989999999999952E-002                  9.9999999998400002E-001                  3.7889883384508205E-001                  1.2502029200051290E-001 
                                       7                  1.6449999999613425E+000                  1.5952357231568191E+000                  3.5947134878745794E+000                 -8.0869086354644271E+000                  3.3120624513142993E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999997650002E-001                  3.7889893102803590E-001                  1.2502119630976977E-001 
                                       8                  1.6449999999407801E+000                  1.5952357147672427E+000                  3.5947139882131305E+000                 -8.0869051357961510E+000                  3.3120664532904565E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999996400002E-001                  3.7889911324806047E-001                  1.2502270349911940E-001 
                                       9                  1.6449999998996550E+000                  1.5952356979882241E+000                  3.5947149889020267E+000                 -8.0868981365811301E+000                  3.3120744571333804E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999993900002E-001                  3.7889947769609100E-001                  1.2502571790480377E-001 
                                      10                  1.6449999998174050E+000                  1.5952356644307237E+000                  3.5947164899716215E+000                 -8.0868876380686618E+000                  3.3120864626249089E+000                  7.0000999999999991E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999988900001E-001                  3.7890002439289966E-001                  1.2503174681912443E-001 
                                      11                  1.6449999997145925E+000                  1.5952356224848487E+000                  3.5947181578769909E+000                 -8.0868759734904820E+000                  3.3120998016758647E+000                  7.0000999999999991E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999982650001E-001                  3.7890063186810863E-001                  1.2503928315114587E-001 
                                      12                  1.6449999996117801E+000                  1.5952355805400911E+000                  3.5947206598075589E+000                 -8.0868584774584544E+000                  3.3121198094918696E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999976400000E-001                  3.7890154312965502E-001                  1.2504681970538711E-001 
                                      13                  1.6449999994061550E+000                  1.5952354966539144E+000                  3.5947256639635587E+000                 -8.0868234884320884E+000                  3.3121598223897446E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999963899999E-001                  3.7890336585217682E-001                  1.2506189349597688E-001 
                                      14                  1.6449999989949051E+000                  1.5952353288949319E+000                  3.5947356734550002E+000                 -8.0867535225277418E+000                  3.3122398372512469E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999938899997E-001                  3.7890701209455563E-001                  1.2509204376575378E-001 
                                      15                  1.6449999981724048E+000                  1.5952349934304373E+000                  3.5947590343492988E+000                 -8.0865903310693668E+000                  3.3124264818610869E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999888899993E-001                  3.7891552362523789E-001                  1.2515235536272099E-001 
                                      16                  1.6449999961161548E+000                  1.5952341550808733E+000                  3.5947924274168841E+000                 -8.0863573582896038E+000                  3.3126929800060387E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999763899994E-001                  3.7892769687962030E-001                  1.2530319347205193E-001 
                                      17                  1.6449999940599049E+000                  1.5952333171760633E+000                  3.5948425460179148E+000                 -8.0860082323093430E+000                  3.3130924239314234E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999638899995E-001                  3.7894597610771757E-001                  1.2545411850777372E-001 
                                      18                  1.6449999899474048E+000                  1.5952316426985391E+000                  3.5949429011362315E+000                 -8.0853111898001586E+000                  3.3138902235895493E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999999388899996E-001                  3.7898261342598544E-001                  1.2575623913081579E-001 
                                      19                  1.6449999817224050E+000                  1.5952282990563025E+000                  3.5950949404037953E+000                 -8.0842608076553262E+000                  3.3150932616651794E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999998888899999E-001                  3.7903823113245405E-001                  1.2636149595462259E-001 
                                      20                  1.6449999713007979E+000                  1.5952240725690905E+000                  3.5952654064257952E+000                 -8.0830910976873973E+000                  3.3164341393207426E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999998255367661E-001                  3.7910074340094757E-001                  1.2713028255610442E-001 
                                      21                  1.6449999608791912E+000                  1.5952198573270981E+000                  3.5955218490451237E+000                 -8.0813449490831033E+000                  3.3184378028248207E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999997621835324E-001                  3.7919498527249695E-001                  1.2790126647800257E-001 
                                      22                  1.6449999400359774E+000                  1.5952114603053607E+000                  3.5960377563570680E+000                 -8.0778829571845243E+000                  3.3224179152840683E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999996354770648E-001                  3.7938536836427450E-001                  1.2944982476640526E-001 
                                      23                  1.6449998983495493E+000                  1.5951947981618892E+000                  3.5972414520375402E+000                 -8.0700467664269517E+000                  3.3314631719395624E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999993820641297E-001                  3.7983252943396267E-001                  1.3257229344698812E-001 
                                      24                  1.6449997958032323E+000                  1.5951545352249707E+000                  3.5999045668972744E+000                 -8.0538682461631623E+000                  3.3503172397673691E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999987586822636E-001                  3.8083367496071280E-001                  1.4037662930397921E-001 
                                      25                  1.6449995879915587E+000                  1.5950758931149804E+000                  3.6037019119558269E+000                 -8.0334289214234946E+000                  3.3745725246274429E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999974953894144E-001                  3.8227723419132453E-001                  1.5656477605828664E-001 
                                      26                  1.6449993765014128E+000                  1.5949994974728525E+000                  3.6077548418777714E+000                 -8.0141194372872029E+000                  3.3979563774027990E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999962097350337E-001                  3.8378418678493326E-001                  1.7332851173931002E-001 
                                      27                  1.6449991612681232E+000                  1.5949250920462865E+000                  3.6131486791357585E+000                 -7.9913690703558515E+000                  3.4261309041211456E+000                  7.0001000000000002E-001                  2.8000000000000003E-001                  1.9989999999999952E-002                  9.9999949013259770E-001                  3.8567015639247398E-001                  1.9045017393553559E-001 
                                      28                  1.6449988312555528E+000                  1.5948167618871665E+000                  3.6189510220733418E+000                 -7.9702653940244597E+000                  3.4530684533007121E+000                  7.0001000000000002E-001                  2.8000000000000008E-001                  1.9989999999999952E-002                  9.9999928951705330E-001                  3.8751058703350855E-001                  2.1645732460410319E-001 
